48;ARIPIPRAZOL;AZDIR COMPRIMIDOS 10 mg (ARIPIPRAZOL);F-22475/16;SYNTHON CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Esquizofrenia
49;QUETIAPINA;QUETIAPINA COMPRIMIDOS RECUBIERTOS 100 mg;F-22494/16;SYNTHON CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Trastornos mentales
50;QUETIAPINA;QUETIAPINA COMPRIMIDOS RECUBIERTOS 200 mg;F-22495/16;SYNTHON CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Trastornos mentales
51;CAPECITABINA;TIMIG COMPRIMIDOS RECUBIERTOS 150 mg (CAPECITABINA);F-22688/16;SYNTHON CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Cáncer
52;ÁCIDO ZOLENDRÓNICO;OSTEOKER SOLUCIÓN INYECTABLE 4 mg/ 5 mL;F-19479/17;SYNTHON CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Osteoporosis
53;DONEPEZILO;IDECLAR COMPRIMIDOS RECUBIERTOS 5 mg;F-19331/17;SYNTHON CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Alzheimer
54;DONEPEZILO;IDECLAR COMPRIMIDOS RECUBIERTOS 10 mg;F-19332/17;SYNTHON CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Alzheimer
55;LEVETIRACETAM;PREBB COMPRIMIDOS RECUBIERTOS 1000 mg;F-19377/17;SYNTHON CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Antiepiléptico - Estabilizador del estado de ánimo
56;LEVETIRACETAM;PREBB COMPRIMIDOS RECUBIERTOS 500 mg;F-19378/17;SYNTHON CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Antiepiléptico - Estabilizador del estado de ánimo
57;BORTEZOMIB;BICAVAN LIOFILIZADO PARA SOLUCIÓN INYECTABLE 3,5 mg;F-19730/12;SYNTHON CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Cáncer
58;EXEMESTANO;NODUTAX COMPRIMIDOS RECUBIERTOS 25 mg;F-18640/16;SYNTHON CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Cáncer
59;TAMSULOSINA;SULIX L.C. COMPRIMIDOS DE LIBERACIÓN PROLONGADA 0,4 mg;F-18867/16;SYNTHON CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Cáncer
60;ANASTROZOL;ANASTROZOL COMPRIMIDOS RECUBIERTOS 1 mg;F-16801/13;SYNTHON CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Cáncer
61;ANASTROZOL;MADELEN COMPRIMIDOS RECUBIERTOS 1 mg;F-16807/13;SYNTHON CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Cáncer
62;BICALUTAMIDA;BIOLEV COMPRIMIDOS RECUBIERTOS  50 mg;F-17047/13;SYNTHON CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Cáncer
63;BICALUTAMIDA;BIOLEV COMPRIMIDOS RECUBIERTOS 150 mg;F-17057/13;SYNTHON CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Cáncer
64;TAMSULOSINA;SULIX CÁPSULAS CON GRÁNULOS RECUBIERTOS DE LIBERACIÓN PROLONGADA, 0,4 mg;F-17105/13;SYNTHON CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Cáncer
65;ONDANSETRON;LEVROX SOLUCIÓN INYECTABLE 4 mg/2 mL;F-17346/14;SYNTHON CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Antiemético
66;ONDANSETRON;LEVROX SOLUCIÓN INYECTABLE 4 mg/2 mL;F-17347/14;SYNTHON CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Antiemético
67;ONDANSETRON;LEVROX SOLUCIÓN INYECTABLE 8 mg/4 mL;F-17348/14;SYNTHON CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Antiemético
68;ONDANSETRON;LEVROX SOLUCIÓN INYECTABLE 8 mg/4 mL;F-17349/14;SYNTHON CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Antiemético
69;FLUMAZENIL;FLUOXEM  SOLUCIÓN INYECTABLE  0,5 mg / 5 mL;F-17387/14;SYNTHON CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Anti-sedación
70;FLUMAZENIL;FLUOXEM SOLUCIÓN INYECTABLE 0,5 mg/ 5 mL;F-17388/14;SYNTHON CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Anti-sedación
71;CLOZAPINA;LODUX COMPRIMIDOS 100 mg;F-17648/14;SYNTHON CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Trastornos mentales
72;PRAMIPEXOL;MUVEND  COMPRIMIDOS  0,25 mg;F-17685/14;SYNTHON CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Parkinson
73;PRAMIPEXOL;MUVEND COMPRIMIDOS 1,0 mg;F-17686/14;SYNTHON CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Parkinson
74;LETROZOL;TIADIS  COMPRIMIDOS RECUBIERTOS  2,5 mg;F-17717/14;SYNTHON CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Cáncer
75;CLOZAPINA;LODUX COMPRIMIDOS 25 mg;F-17987/15;SYNTHON CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Trastornos mentales
76;PAROXETINA;DRIMPAX COMPRIMIDOS RECUBIERTOS 20 mg;F-18001/15;SYNTHON CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Antidepresivo
77;OLANZAPINA;PSITAB COMPRIMIDOS 5 mg;F-18498/16;SYNTHON CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Esquizofrenia
78;OLANZAPINA;PSITAB  COMPRIMIDOS 10 mg;F-18499/16;SYNTHON CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Esquizofrenia
79;CELECOXIB;CELECOXIB CÁPSULAS 200 mg;F-23505/17;SYNTHON CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Analgésico / Antiinflamatorio
80;SILDENAFIL;SIAFIL COMPRIMIDOS RECUBIERTOS 50 mg;F-13444/13;SYNTHON CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Disfunción Eréctil
81;SILDENAFIL;SIAFIL COMPRIMIDOS RECUBIERTOS 100 mg;F-13445/13;SYNTHON CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Disfunción Eréctil
82;CLORFENAMINA;CLORFENAMINA MALEATO COMPRIMIDOS 4 mg;F-9495/11;SYNTHON CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;No;Antialérgico
83;NITRENDIPINO;NITRENDIPINO COMPRIMIDOS 20 mg;F-9594/16;SYNTHON CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Hipertensión arterial - Angina de pecho
84;LOSARTÁN;LOSARTÁN POTÁSICO COMPRIMIDOS RECUBIERTOS 50 mg;F-15499/16;SYNTHON CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Hipertensión arterial
85;CETIRIZINA;SIXACINA COMPRIMIDOS RECUBIERTOS 10 mg;F-15667/16;SYNTHON CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Antialérgico
86;ETORICOXIB;TREXXIA COMPRIMIDOS RECUBIERTOS 120 mg (ETORICOXIB);F-23070/16;SYNTHON CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Analgésico / Antiinflamatorio
87;ETORICOXIB;TREXXIA COMPRIMIDOS RECUBIERTOS 60 mg (Etoricoxib);F-23126/16;SYNTHON CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Analgésico / Antiinflamatorio
88;CELECOXIB;VALCOX  CÁPSULAS 200 mg ;F-23509/17;SYNTHON CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Analgésico / Antiinflamatorio
89;ETORICOXIB;TREXXIA COMPRIMIDOS RECUBIERTOS 30 mg (Etoricoxib);F-23127/16;SYNTHON CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Analgésico / Antiinflamatorio
90;CELECOXIB;CELEDOX CÁPSULAS  200 mg (Celecoxib);F-23504/17;SYNTHON CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Analgésico / Antiinflamatorio
91;ÁCIDO MEFENÁMICO;SICADOL FORTE COMPRIMIDOS 500 mg;F-4083/15;SYNTHON CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Analgésico / Antiinflamatorio
92;HALOPERIDOL;HALOPERIDOL COMPRIMIDOS 1 mg;F-4182/15;SYNTHON CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Trastornos mentales
93;HALOPERIDOL;HALOPERIDOL COMPRIMIDOS 5 mg;F-4183/15;SYNTHON CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Trastornos mentales
94;CETIRIZINA;CETIRIZINA DICLORHIDRATO COMPRIMIDOS RECUBIERTOS 10 mg;F-7212/15;SYNTHON CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Antialérgico
95;DIGOXINA;DIGOXINA COMPRIMIDOS 0,25 mg;F-8247/16;SYNTHON CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Antiarrítmico
96;ÁCIDO MEFENÁMICO;ÁCIDO MEFENÁMICO COMPRIMIDOS 500 mg;F-8701/16;SYNTHON CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Analgésico / Antiinflamatorio
97;ACENOCUMAROL;ISQUELIUM COMPRIMIDOS 4 mg;F-9091/16;SYNTHON CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Anticoagulante
98;DEFLAZACORT;DISFLAX COMPRIMIDOS 6 mg;F-19171/16;FAES FARMA CHILE, SALUD Y NUTRICIÓN LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Corticoterapia
99;DEFLAZACORT;DISFLAX COMPRIMIDOS 30 mg;F-19172/16;FAES FARMA CHILE, SALUD Y NUTRICIÓN LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Corticoterapia
100;CIPROFLOXACINO;CETRAXAL SOLUCIÓN PARA GOTAS ÓTICAS 0,3% ;F-20503/13;FAES FARMA CHILE, SALUD Y NUTRICIÓN LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Antibiótico
101;CIPROFLOXACINO;CETRAXAL PLUS 3/0,25  SOLUCIÓN PARA GOTAS ÓTICAS;F-20638/13;FAES FARMA CHILE, SALUD Y NUTRICIÓN LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Antibiótico
102;CIPROFLOXACINO;CETRAXAL COMPRIMIDOS RECUBIERTOS 500 mg ;F-19908/13;FAES FARMA CHILE, SALUD Y NUTRICIÓN LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Antibiótico
103;FINASTERIDA;LAMBDAXEL COMPRIMIDOS RECUBIERTOS 1 mg (FINASTERIDA);F-22059/15;ISDIN CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Calvicie Androgénica
104;ISOTRETINOÍNA;ISDIBEN 10 CÁPSULAS BLANDAS 10 mg;F-15491/16;ISDIN CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Acné
105;ISOTRETINOÍNA;ISDIBEN 20 CÁPSULAS BLANDAS 20 mg;F-15492/16;ISDIN CHILE LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Acné
106;METFORMINA;METFORMINA CLORHIDRATO COMPRIMIDOS RECUBIERTOS 850 mg;F-20937/14;DROGUERÍA ARAMA NATURAL PRODUCTS DISTRIBUIDORA LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Diabetes Mellitus
107;ÁCIDO VALPRÓICO;DIVALPREX COMPRIMIDOS CON RECUBRIMIENTO ENTÉRICO 500 mg (ÁCIDO VALPROICO);F-22179/15;GADOR LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Antiepiléptico
108;ÁCIDO VALPRÓICO;DIVALPREX COMPRIMIDOS CON RECUBRIMIENTO ENTÉRICO 250 mg (ÁCIDO VALPROICO);F-22194/15;GADOR LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Antiepiléptico
109;PREGABALINA;PREGABALINA CÁPSULAS 75 mg;F-22743/16;GADOR LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Antiepiléptico - Dolores neurálgicos
110;TACROLIMÚS;PROGRAF SOLUCIÓN INYECTABLE 5 mg/mL;F-12548/12;GADOR LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Enfermedades autoinmune
111;ANFOTERICINA B ;AMBISOME LIOFILIZADO PARA SOLUCIÓN PARA INFUSIÓN 50 mg, CON SOLVENTE;B-2299/13;GADOR LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Antibiótico
112;SILDENAFIL;SELERUP 100 COMPRIMIDOS RECUBIERTOS 100 mg;F-19106/16;GADOR LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Disfunción Eréctil
113;SILDENAFIL;SEGUREX 50 COMPRIMIDOS RECUBIERTOS 50 mg;F-18830/16;GADOR LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Disfunción Eréctil
114;SILDENAFIL;SEGUREX 100 COMPRIMIDOS RECUBIERTOS 100 mg;F-18831/16;GADOR LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Disfunción Eréctil
115;PREGABALINA;PREGABAX 150 CÁPSULAS 150 mg (PREGABALINA);F-18423/15;GADOR LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Antiepiléptico - Dolores neurálgicos
116;PREGABALINA;PREGABAX 75 CÁPSULAS 75 mg (PREGABALINA);F-18424/15;GADOR LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Antiepiléptico - Dolores neurálgicos
117;SILDENAFIL;SELERUP 50 COMPRIMIDOS RECUBIERTOS 50 mg;F-7668/16;GADOR LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Disfunción Eréctil
118;PREGABALINA;PREGABALINA CÁPSULAS 150 mg;F-23289/17;GADOR LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Antiepiléptico - Dolores neurálgicos
119;ÁCIDO VALPRÓICO;ÁCIDO VALPROICO COMPRIMIDOS CON RECUBRIMIENTO ENTÉRICO 250 mg;F-23205/16;GADOR LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Antiepiléptico
120;ÁCIDO VALPRÓICO;ÁCIDO VALPROICO COMPRIMIDOS CON RECUBRIMIENTO ENTÉRICO 500 mg;F-23206/16;GADOR LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Antiepiléptico
121;SILDENAFIL;SILDENAFILO COMPRIMIDOS RECUBIERTOS 50 mg;F-23391/17;MEDINOVA FARMA LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Disfunción Eréctil
122;SILDENAFIL;SILDENAFILO COMPRIMIDOS RECUBIERTOS 100 mg;F-23412/17;MEDINOVA FARMA LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Disfunción Eréctil
123;CLOPIDOGREL;CLOPIDOGREL COMPRIMIDOS RECUBIERTOS 75 mg;F-23428/17;MEDINOVA FARMA LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Antiagregante plaquetario
124;LOSARTÁN;LOSARTÁN POTÁSICO COMPRIMIDOS RECUBIERTOS 50 mg;F-19752/13;MEDINOVA FARMA LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Hipertensión arterial
125;LOSARTÁN;NOVSAR COMPRIMIDOS RECUBIERTOS 50 mg;F-19753/13;MEDINOVA FARMA LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Hipertensión arterial
126;ESCITALOPRAM;ESCITALOPRAM COMPRIMIDOS RECUBIERTOS 10 mg;F-22526/16;MEDINOVA FARMA LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Antidepresivo
127;LEVETIRACETAM;LEVETIRACETAM COMPRIMIDOS RECUBIERTOS 500 mg;F-22545/16;MEDINOVA FARMA LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Antiepiléptico - Estabilizador del estado de ánimo
128;LEVETIRACETAM;LEVETIRACETAM COMPRIMIDOS RECUBIERTOS 1000 mg;F-22546/16;MEDINOVA FARMA LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Antiepiléptico - Estabilizador del estado de ánimo
129;CITALOPRAM;CITALOPRAM  COMPRIMIDOS RECUBIERTOS 20 mg;F-22523/16;MEDINOVA FARMA LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Antidepresivo
130;ESCITALOPRAM;ESCITALOPRAM COMPRIMIDOS RECUBIERTOS 10 mg ;F-22524/16;MEDINOVA FARMA LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Antidepresivo
131;PRAMIPEXOL;PRAMIPEXOL DICLORHIDRATO MONOHIDRATO COMPRIMIDOS 1 mg;F-22134/15;MEDINOVA FARMA LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Parkinson
132;PRAMIPEXOL;PRAMIPEXOL DICLORHIDRATO MONOHIDRATO  COMPRIMIDOS 0,25 mg;F-22013/15;MEDINOVA FARMA LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Parkinson
133;LAMOTRIGINA;LAMITRIM COMPRIMIDOS 50 mg;F-21027/14;MEDINOVA FARMA LTDA.;EQUIVALENTE TERAPÉUTICO;Sí;Antiepiléptico - Estabilizador del estado de ánimo
